Sex,Age group,Year,State,Number of death
Male,10-14,2005,Johor,70
Male,10-14,2005,Kedah,45
Male,10-14,2005,Kelantan,58
Male,10-14,2005,Melaka,13
Male,10-14,2005,Negeri Sembilan,20
Male,10-14,2005,Pulau Pinang,17
Male,10-14,2005,Pahang,37
Male,10-14,2005,Perak,42
Male,10-14,2005,Perlis,9
Male,10-14,2005,Sabah,
Male,10-14,2005,Sarawak,46
Male,10-14,2005,Selangor,71
Male,10-14,2005,Terengganu,26
Male,10-14,2005,W.P. Kuala Lumpur,11
Male,10-14,2005,W.P. Labuan,2
Male,15-19,2005,Johor,209
Male,15-19,2005,Kedah,127
Male,15-19,2005,Kelantan,100
Male,15-19,2005,Melaka,58
Male,15-19,2005,Negeri Sembilan,71
Male,15-19,2005,Pulau Pinang,68
Male,15-19,2005,Pahang,116
Male,15-19,2005,Perak,144
Male,15-19,2005,Perlis,14
Male,15-19,2005,Sabah,
Male,15-19,2005,Sarawak,112
Male,15-19,2005,Selangor,182
Male,15-19,2005,Terengganu,94
Male,15-19,2005,W.P. Kuala Lumpur,47
Male,15-19,2005,W.P. Labuan,2
Male,20-24,2005,Johor,251
Male,20-24,2005,Kedah,122
Male,20-24,2005,Kelantan,139
Male,20-24,2005,Melaka,60
Male,20-24,2005,Negeri Sembilan,86
Male,20-24,2005,Pulau Pinang,99
Male,20-24,2005,Pahang,142
Male,20-24,2005,Perak,194
Male,20-24,2005,Perlis,15
Male,20-24,2005,Sabah,
Male,20-24,2005,Sarawak,110
Male,20-24,2005,Selangor,266
Male,20-24,2005,Terengganu,93
Male,20-24,2005,W.P. Kuala Lumpur,68
Male,20-24,2005,W.P. Labuan,5
Male,25-29,2005,Johor,257
Male,25-29,2005,Kedah,109
Male,25-29,2005,Kelantan,195
Male,25-29,2005,Melaka,52
Male,25-29,2005,Negeri Sembilan,77
Male,25-29,2005,Pulau Pinang,71
Male,25-29,2005,Pahang,147
Male,25-29,2005,Perak,152
Male,25-29,2005,Perlis,17
Male,25-29,2005,Sabah,
Male,25-29,2005,Sarawak,124
Male,25-29,2005,Selangor,250
Male,25-29,2005,Terengganu,116
Male,25-29,2005,W.P. Kuala Lumpur,81
Male,25-29,2005,W.P. Labuan,3
Male,30-34,2005,Johor,296
Male,30-34,2005,Kedah,133
Male,30-34,2005,Kelantan,247
Male,30-34,2005,Melaka,56
Male,30-34,2005,Negeri Sembilan,99
Male,30-34,2005,Pulau Pinang,115
Male,30-34,2005,Pahang,167
Male,30-34,2005,Perak,225
Male,30-34,2005,Perlis,14
Male,30-34,2005,Sabah,
Male,30-34,2005,Sarawak,137
Male,30-34,2005,Selangor,250
Male,30-34,2005,Terengganu,130
Male,30-34,2005,W.P. Kuala Lumpur,88
Male,30-34,2005,W.P. Labuan,0
Male,35-39,2005,Johor,354
Male,35-39,2005,Kedah,184
Male,35-39,2005,Kelantan,196
Male,35-39,2005,Melaka,72
Male,35-39,2005,Negeri Sembilan,115
Male,35-39,2005,Pulau Pinang,137
Male,35-39,2005,Pahang,180
Male,35-39,2005,Perak,236
Male,35-39,2005,Perlis,28
Male,35-39,2005,Sabah,
Male,35-39,2005,Sarawak,174
Male,35-39,2005,Selangor,342
Male,35-39,2005,Terengganu,123
Male,35-39,2005,W.P. Kuala Lumpur,104
Male,35-39,2005,W.P. Labuan,8
Male,40-44,2005,Johor,383
Male,40-44,2005,Kedah,219
Male,40-44,2005,Kelantan,194
Male,40-44,2005,Melaka,94
Male,40-44,2005,Negeri Sembilan,169
Male,40-44,2005,Pulau Pinang,199
Male,40-44,2005,Pahang,175
Male,40-44,2005,Perak,327
Male,40-44,2005,Perlis,29
Male,40-44,2005,Sabah,
Male,40-44,2005,Sarawak,222
Male,40-44,2005,Selangor,492
Male,40-44,2005,Terengganu,155
Male,40-44,2005,W.P. Kuala Lumpur,160
Male,40-44,2005,W.P. Labuan,8
Male,45-49,2005,Johor,476
Male,45-49,2005,Kedah,293
Male,45-49,2005,Kelantan,230
Male,45-49,2005,Melaka,115
Male,45-49,2005,Negeri Sembilan,195
Male,45-49,2005,Pulau Pinang,227
Male,45-49,2005,Pahang,218
Male,45-49,2005,Perak,416
Male,45-49,2005,Perlis,38
Male,45-49,2005,Sabah,
Male,45-49,2005,Sarawak,241
Male,45-49,2005,Selangor,640
Male,45-49,2005,Terengganu,144
Male,45-49,2005,W.P. Kuala Lumpur,230
Male,45-49,2005,W.P. Labuan,5
Male,50-54,2005,Johor,574
Male,50-54,2005,Kedah,402
Male,50-54,2005,Kelantan,260
Male,50-54,2005,Melaka,152
Male,50-54,2005,Negeri Sembilan,209
Male,50-54,2005,Pulau Pinang,296
Male,50-54,2005,Pahang,240
Male,50-54,2005,Perak,509
Male,50-54,2005,Perlis,59
Male,50-54,2005,Sabah,
Male,50-54,2005,Sarawak,343
Male,50-54,2005,Selangor,694
Male,50-54,2005,Terengganu,154
Male,50-54,2005,W.P. Kuala Lumpur,272
Male,50-54,2005,W.P. Labuan,8
Male,55-59,2005,Johor,671
Male,55-59,2005,Kedah,419
Male,55-59,2005,Kelantan,369
Male,55-59,2005,Melaka,189
Male,55-59,2005,Negeri Sembilan,270
Male,55-59,2005,Pulau Pinang,445
Male,55-59,2005,Pahang,297
Male,55-59,2005,Perak,628
Male,55-59,2005,Perlis,64
Male,55-59,2005,Sabah,
Male,55-59,2005,Sarawak,395
Male,55-59,2005,Selangor,824
Male,55-59,2005,Terengganu,225
Male,55-59,2005,W.P. Kuala Lumpur,334
Male,55-59,2005,W.P. Labuan,7
Male,60-64,2005,Johor,683
Male,60-64,2005,Kedah,506
Male,60-64,2005,Kelantan,514
Male,60-64,2005,Melaka,211
Male,60-64,2005,Negeri Sembilan,253
Male,60-64,2005,Pulau Pinang,412
Male,60-64,2005,Pahang,358
Male,60-64,2005,Perak,728
Male,60-64,2005,Perlis,76
Male,60-64,2005,Sabah,
Male,60-64,2005,Sarawak,547
Male,60-64,2005,Selangor,822
Male,60-64,2005,Terengganu,288
Male,60-64,2005,W.P. Kuala Lumpur,326
Male,60-64,2005,W.P. Labuan,8
Male,65-69,2005,Johor,895
Male,65-69,2005,Kedah,723
Male,65-69,2005,Kelantan,502
Male,65-69,2005,Melaka,273
Male,65-69,2005,Negeri Sembilan,365
Male,65-69,2005,Pulau Pinang,531
Male,65-69,2005,Pahang,507
Male,65-69,2005,Perak,970
Male,65-69,2005,Perlis,84
Male,65-69,2005,Sabah,
Male,65-69,2005,Sarawak,546
Male,65-69,2005,Selangor,1003
Male,65-69,2005,Terengganu,311
Male,65-69,2005,W.P. Kuala Lumpur,349
Male,65-69,2005,W.P. Labuan,15
Male,70-74,2005,Johor,829
Male,70-74,2005,Kedah,710
Male,70-74,2005,Kelantan,431
Male,70-74,2005,Melaka,236
Male,70-74,2005,Negeri Sembilan,318
Male,70-74,2005,Pulau Pinang,465
Male,70-74,2005,Pahang,357
Male,70-74,2005,Perak,1028
Male,70-74,2005,Perlis,95
Male,70-74,2005,Sabah,
Male,70-74,2005,Sarawak,609
Male,70-74,2005,Selangor,876
Male,70-74,2005,Terengganu,258
Male,70-74,2005,W.P. Kuala Lumpur,348
Male,70-74,2005,W.P. Labuan,9
Male,75-79,2005,Johor,791
Male,75-79,2005,Kedah,690
Male,75-79,2005,Kelantan,419
Male,75-79,2005,Melaka,285
Male,75-79,2005,Negeri Sembilan,295
Male,75-79,2005,Pulau Pinang,517
Male,75-79,2005,Pahang,298
Male,75-79,2005,Perak,999
Male,75-79,2005,Perlis,106
Male,75-79,2005,Sabah,
Male,75-79,2005,Sarawak,592
Male,75-79,2005,Selangor,734
Male,75-79,2005,Terengganu,214
Male,75-79,2005,W.P. Kuala Lumpur,281
Male,75-79,2005,W.P. Labuan,18
Male,80-84,2005,Johor,580
Male,80-84,2005,Kedah,439
Male,80-84,2005,Kelantan,464
Male,80-84,2005,Melaka,174
Male,80-84,2005,Negeri Sembilan,197
Male,80-84,2005,Pulau Pinang,348
Male,80-84,2005,Pahang,244
Male,80-84,2005,Perak,601
Male,80-84,2005,Perlis,74
Male,80-84,2005,Sabah,
Male,80-84,2005,Sarawak,503
Male,80-84,2005,Selangor,489
Male,80-84,2005,Terengganu,239
Male,80-84,2005,W.P. Kuala Lumpur,208
Male,80-84,2005,W.P. Labuan,11
Male,85 +,2005,Johor,530
Male,85 +,2005,Kedah,424
Male,85 +,2005,Kelantan,441
Male,85 +,2005,Melaka,161
Male,85 +,2005,Negeri Sembilan,200
Male,85 +,2005,Pulau Pinang,327
Male,85 +,2005,Pahang,225
Male,85 +,2005,Perak,641
Male,85 +,2005,Perlis,78
Male,85 +,2005,Sabah,
Male,85 +,2005,Sarawak,528
Male,85 +,2005,Selangor,531
Male,85 +,2005,Terengganu,254
Male,85 +,2005,W.P. Kuala Lumpur,207
Male,85 +,2005,W.P. Labuan,8
Male,Unknown,2005,Johor,
Male,Unknown,2005,Kedah,
Male,Unknown,2005,Kelantan,
Male,Unknown,2005,Melaka,
Male,Unknown,2005,Negeri Sembilan,
Male,Unknown,2005,Pulau Pinang,
Male,Unknown,2005,Pahang,
Male,Unknown,2005,Perak,
Male,Unknown,2005,Perlis,
Male,Unknown,2005,Sabah,
Male,Unknown,2005,Sarawak,
Male,Unknown,2005,Selangor,
Male,Unknown,2005,Terengganu,
Male,Unknown,2005,W.P. Kuala Lumpur,
Male,Unknown,2005,W.P. Labuan,
Female,Under 1 year,2005,Johor,181
Female,Under 1 year,2005,Kedah,121
Female,Under 1 year,2005,Kelantan,142
Female,Under 1 year,2005,Melaka,43
Female,Under 1 year,2005,Negeri Sembilan,63
Female,Under 1 year,2005,Pulau Pinang,72
Female,Under 1 year,2005,Pahang,98
Female,Under 1 year,2005,Perak,114
Female,Under 1 year,2005,Perlis,17
Female,Under 1 year,2005,Sabah,
Female,Under 1 year,2005,Sarawak,124
Female,Under 1 year,2005,Selangor,212
Female,Under 1 year,2005,Terengganu,112
Female,Under 1 year,2005,W.P. Kuala Lumpur,52
Female,Under 1 year,2005,W.P. Labuan,6
Female,1-4,2005,Johor,41
Female,1-4,2005,Kedah,27
Female,1-4,2005,Kelantan,55
Female,1-4,2005,Melaka,12
Female,1-4,2005,Negeri Sembilan,12
Female,1-4,2005,Pulau Pinang,12
Female,1-4,2005,Pahang,37
Female,1-4,2005,Perak,47
Female,1-4,2005,Perlis,2
Female,1-4,2005,Sabah,
Female,1-4,2005,Sarawak,36
Female,1-4,2005,Selangor,57
Female,1-4,2005,Terengganu,20
Female,1-4,2005,W.P. Kuala Lumpur,19
Female,1-4,2005,W.P. Labuan,0
Female,5-9,2005,Johor,36
Female,5-9,2005,Kedah,32
Female,5-9,2005,Kelantan,32
Female,5-9,2005,Melaka,11
Female,5-9,2005,Negeri Sembilan,19
Female,5-9,2005,Pulau Pinang,12
Female,5-9,2005,Pahang,35
Female,5-9,2005,Perak,35
Female,5-9,2005,Perlis,0
Female,5-9,2005,Sabah,
Female,5-9,2005,Sarawak,21
Female,5-9,2005,Selangor,45
Female,5-9,2005,Terengganu,20
Female,5-9,2005,W.P. Kuala Lumpur,9
Female,5-9,2005,W.P. Labuan,1
Female,10-14,2005,Johor,41
Female,10-14,2005,Kedah,30
Female,10-14,2005,Kelantan,25
Female,10-14,2005,Melaka,8
Female,10-14,2005,Negeri Sembilan,17
Female,10-14,2005,Pulau Pinang,11
Female,10-14,2005,Pahang,31
Female,10-14,2005,Perak,33
Female,10-14,2005,Perlis,4
Female,10-14,2005,Sabah,
Female,10-14,2005,Sarawak,23
Female,10-14,2005,Selangor,37
Female,10-14,2005,Terengganu,29
Female,10-14,2005,W.P. Kuala Lumpur,13
Female,10-14,2005,W.P. Labuan,2
Female,15-19,2005,Johor,71
Female,15-19,2005,Kedah,50
Female,15-19,2005,Kelantan,42
Female,15-19,2005,Melaka,20
Female,15-19,2005,Negeri Sembilan,28
Female,15-19,2005,Pulau Pinang,18
Female,15-19,2005,Pahang,25
Female,15-19,2005,Perak,49
Female,15-19,2005,Perlis,10
Female,15-19,2005,Sabah,
Female,15-19,2005,Sarawak,28
Female,15-19,2005,Selangor,66
Female,15-19,2005,Terengganu,27
Female,15-19,2005,W.P. Kuala Lumpur,20
Female,15-19,2005,W.P. Labuan,4
Female,20-24,2005,Johor,75
Female,20-24,2005,Kedah,59
Female,20-24,2005,Kelantan,37
Female,20-24,2005,Melaka,18
Female,20-24,2005,Negeri Sembilan,23
Female,20-24,2005,Pulau Pinang,15
Female,20-24,2005,Pahang,40
Female,20-24,2005,Perak,51
Female,20-24,2005,Perlis,9
Female,20-24,2005,Sabah,
Female,20-24,2005,Sarawak,43
Female,20-24,2005,Selangor,71
Female,20-24,2005,Terengganu,38
Female,20-24,2005,W.P. Kuala Lumpur,28
Female,20-24,2005,W.P. Labuan,0
Female,25-29,2005,Johor,80
Female,25-29,2005,Kedah,50
Female,25-29,2005,Kelantan,45
Female,25-29,2005,Melaka,21
Female,25-29,2005,Negeri Sembilan,18
Female,25-29,2005,Pulau Pinang,42
Female,25-29,2005,Pahang,35
Female,25-29,2005,Perak,58
Female,25-29,2005,Perlis,4
Female,25-29,2005,Sabah,
Female,25-29,2005,Sarawak,30
Female,25-29,2005,Selangor,73
Female,25-29,2005,Terengganu,32
Female,25-29,2005,W.P. Kuala Lumpur,30
Female,25-29,2005,W.P. Labuan,1
Female,30-34,2005,Johor,93
Female,30-34,2005,Kedah,69
Female,30-34,2005,Kelantan,61
Female,30-34,2005,Melaka,22
Female,30-34,2005,Negeri Sembilan,36
Female,30-34,2005,Pulau Pinang,38
Female,30-34,2005,Pahang,44
Female,30-34,2005,Perak,62
Female,30-34,2005,Perlis,5
Female,30-34,2005,Sabah,
Female,30-34,2005,Sarawak,58
Female,30-34,2005,Selangor,104
Female,30-34,2005,Terengganu,33
Female,30-34,2005,W.P. Kuala Lumpur,37
Female,30-34,2005,W.P. Labuan,0
Female,35-39,2005,Johor,125
Female,35-39,2005,Kedah,81
Female,35-39,2005,Kelantan,60
Female,35-39,2005,Melaka,22
Female,35-39,2005,Negeri Sembilan,32
Female,35-39,2005,Pulau Pinang,39
Female,35-39,2005,Pahang,46
Female,35-39,2005,Perak,84
Female,35-39,2005,Perlis,10
Female,35-39,2005,Sabah,
Female,35-39,2005,Sarawak,91
Female,35-39,2005,Selangor,136
Female,35-39,2005,Terengganu,41
Female,35-39,2005,W.P. Kuala Lumpur,47
Female,35-39,2005,W.P. Labuan,4
Female,40-44,2005,Johor,185
Female,40-44,2005,Kedah,109
Female,40-44,2005,Kelantan,86
Female,40-44,2005,Melaka,37
Female,40-44,2005,Negeri Sembilan,55
Female,40-44,2005,Pulau Pinang,81
Female,40-44,2005,Pahang,84
Female,40-44,2005,Perak,145
Female,40-44,2005,Perlis,13
Female,40-44,2005,Sabah,
Female,40-44,2005,Sarawak,123
Female,40-44,2005,Selangor,197
Female,40-44,2005,Terengganu,64
Female,40-44,2005,W.P. Kuala Lumpur,56
Female,40-44,2005,W.P. Labuan,3
Female,45-49,2005,Johor,257
Female,45-49,2005,Kedah,167
Female,45-49,2005,Kelantan,137
Female,45-49,2005,Melaka,64
Female,45-49,2005,Negeri Sembilan,87
Female,45-49,2005,Pulau Pinang,109
Female,45-49,2005,Pahang,134
Female,45-49,2005,Perak,186
Female,45-49,2005,Perlis,25
Female,45-49,2005,Sabah,
Female,45-49,2005,Sarawak,142
Female,45-49,2005,Selangor,303
Female,45-49,2005,Terengganu,97
Female,45-49,2005,W.P. Kuala Lumpur,115
Female,45-49,2005,W.P. Labuan,3
Female,50-54,2005,Johor,370
Female,50-54,2005,Kedah,222
Female,50-54,2005,Kelantan,172
Female,50-54,2005,Melaka,94
Female,50-54,2005,Negeri Sembilan,122
Female,50-54,2005,Pulau Pinang,174
Female,50-54,2005,Pahang,137
Female,50-54,2005,Perak,308
Female,50-54,2005,Perlis,28
Female,50-54,2005,Sabah,
Female,50-54,2005,Sarawak,182
Female,50-54,2005,Selangor,356
Female,50-54,2005,Terengganu,111
Female,50-54,2005,W.P. Kuala Lumpur,137
Female,50-54,2005,W.P. Labuan,2
Female,55-59,2005,Johor,407
Female,55-59,2005,Kedah,264
Female,55-59,2005,Kelantan,208
Female,55-59,2005,Melaka,130
Female,55-59,2005,Negeri Sembilan,137
Female,55-59,2005,Pulau Pinang,201
Female,55-59,2005,Pahang,182
Female,55-59,2005,Perak,381
Female,55-59,2005,Perlis,40
Female,55-59,2005,Sabah,
Female,55-59,2005,Sarawak,257
Female,55-59,2005,Selangor,478
Female,55-59,2005,Terengganu,121
Female,55-59,2005,W.P. Kuala Lumpur,173
Female,55-59,2005,W.P. Labuan,6
Female,60-64,2005,Johor,395
Female,60-64,2005,Kedah,334
Female,60-64,2005,Kelantan,305
Female,60-64,2005,Melaka,141
Female,60-64,2005,Negeri Sembilan,131
Female,60-64,2005,Pulau Pinang,242
Female,60-64,2005,Pahang,215
Female,60-64,2005,Perak,445
Female,60-64,2005,Perlis,35
Female,60-64,2005,Sabah,
Female,60-64,2005,Sarawak,362
Female,60-64,2005,Selangor,482
Female,60-64,2005,Terengganu,178
Female,60-64,2005,W.P. Kuala Lumpur,177
Female,60-64,2005,W.P. Labuan,8
Female,65-69,2005,Johor,624
Female,65-69,2005,Kedah,568
Female,65-69,2005,Kelantan,414
Female,65-69,2005,Melaka,213
Female,65-69,2005,Negeri Sembilan,232
Female,65-69,2005,Pulau Pinang,389
Female,65-69,2005,Pahang,282
Female,65-69,2005,Perak,649
Female,65-69,2005,Perlis,69
Female,65-69,2005,Sabah,
Female,65-69,2005,Sarawak,358
Female,65-69,2005,Selangor,673
Female,65-69,2005,Terengganu,312
Female,65-69,2005,W.P. Kuala Lumpur,257
Female,65-69,2005,W.P. Labuan,4
Female,70-74,2005,Johor,683
Female,70-74,2005,Kedah,531
Female,70-74,2005,Kelantan,417
Female,70-74,2005,Melaka,222
Female,70-74,2005,Negeri Sembilan,273
Female,70-74,2005,Pulau Pinang,433
Female,70-74,2005,Pahang,269
Female,70-74,2005,Perak,800
Female,70-74,2005,Perlis,75
Female,70-74,2005,Sabah,
Female,70-74,2005,Sarawak,553
Female,70-74,2005,Selangor,852
Female,70-74,2005,Terengganu,234
Female,70-74,2005,W.P. Kuala Lumpur,280
Female,70-74,2005,W.P. Labuan,15
Female,75-79,2005,Johor,790
Female,75-79,2005,Kedah,603
Female,75-79,2005,Kelantan,525
Female,75-79,2005,Melaka,252
Female,75-79,2005,Negeri Sembilan,300
Female,75-79,2005,Pulau Pinang,569
Female,75-79,2005,Pahang,289
Female,75-79,2005,Perak,980
Female,75-79,2005,Perlis,87
Female,75-79,2005,Sabah,
Female,75-79,2005,Sarawak,545
Female,75-79,2005,Selangor,783
Female,75-79,2005,Terengganu,282
Female,75-79,2005,W.P. Kuala Lumpur,305
Female,75-79,2005,W.P. Labuan,4
Female,80-84,2005,Johor,616
Female,80-84,2005,Kedah,588
Female,80-84,2005,Kelantan,539
Female,80-84,2005,Melaka,252
Female,80-84,2005,Negeri Sembilan,237
Female,80-84,2005,Pulau Pinang,437
Female,80-84,2005,Pahang,249
Female,80-84,2005,Perak,770
Female,80-84,2005,Perlis,93
Female,80-84,2005,Sabah,
Female,80-84,2005,Sarawak,535
Female,80-84,2005,Selangor,730
Female,80-84,2005,Terengganu,304
Female,80-84,2005,W.P. Kuala Lumpur,297
Female,80-84,2005,W.P. Labuan,10
Female,85 +,2005,Johor,888
Female,85 +,2005,Kedah,605
Female,85 +,2005,Kelantan,481
Female,85 +,2005,Melaka,265
Female,85 +,2005,Negeri Sembilan,300
Female,85 +,2005,Pulau Pinang,593
Female,85 +,2005,Pahang,332
Female,85 +,2005,Perak,1037
Female,85 +,2005,Perlis,100
Female,85 +,2005,Sabah,
Female,85 +,2005,Sarawak,576
Female,85 +,2005,Selangor,852
Female,85 +,2005,Terengganu,309
Female,85 +,2005,W.P. Kuala Lumpur,371
Female,85 +,2005,W.P. Labuan,8
Female,Unknown,2005,Johor,
Female,Unknown,2005,Kedah,
Female,Unknown,2005,Kelantan,
Female,Unknown,2005,Melaka,
Female,Unknown,2005,Negeri Sembilan,
Female,Unknown,2005,Pulau Pinang,
Female,Unknown,2005,Pahang,
Female,Unknown,2005,Perak,
Female,Unknown,2005,Perlis,
Female,Unknown,2005,Sabah,
Female,Unknown,2005,Sarawak,
Female,Unknown,2005,Selangor,
Female,Unknown,2005,Terengganu,
Female,Unknown,2005,W.P. Kuala Lumpur,
Female,Unknown,2005,W.P. Labuan,
Male,Under 1 year,2006,Johor,200
Male,Under 1 year,2006,Kedah,142
Male,Under 1 year,2006,Kelantan,138
Male,Under 1 year,2006,Melaka,62
Male,Under 1 year,2006,Negeri Sembilan,90
Male,Under 1 year,2006,Pulau Pinang,100
Male,Under 1 year,2006,Pahang,118
Male,Under 1 year,2006,Perak,126
Male,Under 1 year,2006,Perlis,13
Male,Under 1 year,2006,Sabah,
Male,Under 1 year,2006,Sarawak,152
Male,Under 1 year,2006,Selangor,269
Male,Under 1 year,2006,Terengganu,127
Male,Under 1 year,2006,W.P. Kuala Lumpur,76
Male,Under 1 year,2006,W.P. Labuan,10
Male,1-4,2006,Johor,44
Male,1-4,2006,Kedah,31
Male,1-4,2006,Kelantan,68
Male,1-4,2006,Melaka,7
Male,1-4,2006,Negeri Sembilan,22
Male,1-4,2006,Pulau Pinang,14
Male,1-4,2006,Pahang,46
Male,1-4,2006,Perak,58
Male,1-4,2006,Perlis,7
Male,1-4,2006,Sabah,
Male,1-4,2006,Sarawak,44
Male,1-4,2006,Selangor,67
Male,1-4,2006,Terengganu,29
Male,1-4,2006,W.P. Kuala Lumpur,10
Male,1-4,2006,W.P. Labuan,0
Male,5-9,2006,Johor,40
Male,5-9,2006,Kedah,33
Male,5-9,2006,Kelantan,55
Male,5-9,2006,Melaka,9
Male,5-9,2006,Negeri Sembilan,19
Male,5-9,2006,Pulau Pinang,14
Male,5-9,2006,Pahang,28
Male,5-9,2006,Perak,38
Male,5-9,2006,Perlis,6
Male,5-9,2006,Sabah,
Male,5-9,2006,Sarawak,25
Male,5-9,2006,Selangor,56
Male,5-9,2006,Terengganu,24
Male,5-9,2006,W.P. Kuala Lumpur,14
Male,5-9,2006,W.P. Labuan,3
Male,10-14,2006,Johor,61
Male,10-14,2006,Kedah,47
Male,10-14,2006,Kelantan,71
Male,10-14,2006,Melaka,17
Male,10-14,2006,Negeri Sembilan,23
Male,10-14,2006,Pulau Pinang,20
Male,10-14,2006,Pahang,49
Male,10-14,2006,Perak,48
Male,10-14,2006,Perlis,7
Male,10-14,2006,Sabah,
Male,10-14,2006,Sarawak,37
Male,10-14,2006,Selangor,72
Male,10-14,2006,Terengganu,33
Male,10-14,2006,W.P. Kuala Lumpur,23
Male,10-14,2006,W.P. Labuan,0
Male,15-19,2006,Johor,187
Male,15-19,2006,Kedah,137
Male,15-19,2006,Kelantan,118
Male,15-19,2006,Melaka,48
Male,15-19,2006,Negeri Sembilan,63
Male,15-19,2006,Pulau Pinang,54
Male,15-19,2006,Pahang,98
Male,15-19,2006,Perak,145
Male,15-19,2006,Perlis,17
Male,15-19,2006,Sabah,
Male,15-19,2006,Sarawak,102
Male,15-19,2006,Selangor,179
Male,15-19,2006,Terengganu,85
Male,15-19,2006,W.P. Kuala Lumpur,42
Male,15-19,2006,W.P. Labuan,1
Male,20-24,2006,Johor,232
Male,20-24,2006,Kedah,159
Male,20-24,2006,Kelantan,137
Male,20-24,2006,Melaka,71
Male,20-24,2006,Negeri Sembilan,90
Male,20-24,2006,Pulau Pinang,70
Male,20-24,2006,Pahang,151
Male,20-24,2006,Perak,165
Male,20-24,2006,Perlis,19
Male,20-24,2006,Sabah,
Male,20-24,2006,Sarawak,126
Male,20-24,2006,Selangor,282
Male,20-24,2006,Terengganu,102
Male,20-24,2006,W.P. Kuala Lumpur,64
Male,20-24,2006,W.P. Labuan,4
Male,25-29,2006,Johor,251
Male,25-29,2006,Kedah,119
Male,25-29,2006,Kelantan,168
Male,25-29,2006,Melaka,58
Male,25-29,2006,Negeri Sembilan,91
Male,25-29,2006,Pulau Pinang,65
Male,25-29,2006,Pahang,177
Male,25-29,2006,Perak,177
Male,25-29,2006,Perlis,8
Male,25-29,2006,Sabah,
Male,25-29,2006,Sarawak,133
Male,25-29,2006,Selangor,254
Male,25-29,2006,Terengganu,130
Male,25-29,2006,W.P. Kuala Lumpur,70
Male,25-29,2006,W.P. Labuan,5
Male,30-34,2006,Johor,315
Male,30-34,2006,Kedah,131
Male,30-34,2006,Kelantan,221
Male,30-34,2006,Melaka,50
Male,30-34,2006,Negeri Sembilan,103
Male,30-34,2006,Pulau Pinang,87
Male,30-34,2006,Pahang,166
Male,30-34,2006,Perak,198
Male,30-34,2006,Perlis,18
Male,30-34,2006,Sabah,
Male,30-34,2006,Sarawak,178
Male,30-34,2006,Selangor,285
Male,30-34,2006,Terengganu,131
Male,30-34,2006,W.P. Kuala Lumpur,82
Male,30-34,2006,W.P. Labuan,2
Male,35-39,2006,Johor,355
Male,35-39,2006,Kedah,178
Male,35-39,2006,Kelantan,177
Male,35-39,2006,Melaka,66
Male,35-39,2006,Negeri Sembilan,122
Male,35-39,2006,Pulau Pinang,109
Male,35-39,2006,Pahang,176
Male,35-39,2006,Perak,245
Male,35-39,2006,Perlis,20
Male,35-39,2006,Sabah,
Male,35-39,2006,Sarawak,177
Male,35-39,2006,Selangor,379
Male,35-39,2006,Terengganu,131
Male,35-39,2006,W.P. Kuala Lumpur,106
Male,35-39,2006,W.P. Labuan,5
Male,40-44,2006,Johor,435
Male,40-44,2006,Kedah,249
Male,40-44,2006,Kelantan,179
Male,40-44,2006,Melaka,94
Male,40-44,2006,Negeri Sembilan,137
Male,40-44,2006,Pulau Pinang,176
Male,40-44,2006,Pahang,193
Male,40-44,2006,Perak,318
Male,40-44,2006,Perlis,23
Male,40-44,2006,Sabah,
Male,40-44,2006,Sarawak,198
Male,40-44,2006,Selangor,490
Male,40-44,2006,Terengganu,124
Male,40-44,2006,W.P. Kuala Lumpur,140
Male,40-44,2006,W.P. Labuan,4
Male,45-49,2006,Johor,542
Male,45-49,2006,Kedah,285
Male,45-49,2006,Kelantan,218
Male,45-49,2006,Melaka,127
Male,45-49,2006,Negeri Sembilan,168
Male,45-49,2006,Pulau Pinang,247
Male,45-49,2006,Pahang,192
Male,45-49,2006,Perak,435
Male,45-49,2006,Perlis,38
Male,45-49,2006,Sabah,
Male,45-49,2006,Sarawak,229
Male,45-49,2006,Selangor,651
Male,45-49,2006,Terengganu,181
Male,45-49,2006,W.P. Kuala Lumpur,234
Male,45-49,2006,W.P. Labuan,9
Male,50-54,2006,Johor,633
Male,50-54,2006,Kedah,385
Male,50-54,2006,Kelantan,252
Male,50-54,2006,Melaka,159
Male,50-54,2006,Negeri Sembilan,211
Male,50-54,2006,Pulau Pinang,306
Male,50-54,2006,Pahang,285
Male,50-54,2006,Perak,547
Male,50-54,2006,Perlis,44
Male,50-54,2006,Sabah,
Male,50-54,2006,Sarawak,345
Male,50-54,2006,Selangor,755
Male,50-54,2006,Terengganu,187
Male,50-54,2006,W.P. Kuala Lumpur,258
Male,50-54,2006,W.P. Labuan,9
Male,55-59,2006,Johor,704
Male,55-59,2006,Kedah,522
Male,55-59,2006,Kelantan,374
Male,55-59,2006,Melaka,175
Male,55-59,2006,Negeri Sembilan,256
Male,55-59,2006,Pulau Pinang,386
Male,55-59,2006,Pahang,345
Male,55-59,2006,Perak,652
Male,55-59,2006,Perlis,72
Male,55-59,2006,Sabah,
Male,55-59,2006,Sarawak,395
Male,55-59,2006,Selangor,838
Male,55-59,2006,Terengganu,202
Male,55-59,2006,W.P. Kuala Lumpur,337
Male,55-59,2006,W.P. Labuan,3
Male,60-64,2006,Johor,725
Male,60-64,2006,Kedah,534
